source,target
646247,879105
1226324,305332
649512,612107
122329,4361
32074,127775
920578,638186
170823,665812
112359,388365
1152423,745430
197727,648940
84834,108592
6408,16099
93781,94698
694350,674015
1113969,1057903
131393,87509
530154,446204
405260,245578
447046,222878
517090,458570
710175,834683
374584,825464
598218,311076
14842,89279
217200,217202
648702,648662
605784,355680
734535,868865
383114,505128
499784,881102
110417,241927
398786,181659
212435,40807
29334,189475
145485,189746
1157623,556223
645734,645737
940103,216801
249907,736496
952083,631040
416768,212642
1386894,1233944
295520,593455
874910,684635
86382,3704
1007693,1480695
1062064,286851
1141968,229872
89550,105173
632047,421473
288149,534263
687583,61722
395117,1306098
712704,287495
333624,276941
791157,374791
658869,557606
288877,419481
453847,363048
273575,291000
162591,538869
187698,268047
367294,215270
178613,228720
504194,97021
330797,369048
142664,329455
330296,768314
1317536,965973
176225,311190
432051,472871
147230,195148
317070,90647
460626,556366
119569,428018
558295,1015000
293506,893734
420112,506531
390093,782996
173642,873167
46767,238168
318117,614289
680145,745302
402323,1311947
502975,213371
507342,883700
144916,580429
118223,149780
86337,311841
312449,260122
510235,98035
707385,344709
449426,120322
721928,122168
65447,362836
57627,676686
209857,267108
369088,973368
1403025,1210333
373989,547044
13574,39782
915360,252171
884402,503345
617251,1381885
376643,278381
648752,194339
438487,1108604
296402,331624
364376,1221682
22622,353773
361095,1028354
146964,986581
339188,316406
41142,14002
78255,342998
322006,348979
667075,289155
165994,67116
751663,677998
422443,990359
595400,986275
384177,247164
313315,778829
11752,201316
106910,45972
237024,755948
1153791,1156277
97648,596739
794894,222943
461899,812611
694541,1166565
179178,106618
395266,133065
32499,302899
100700,865134
1226255,305590
4817,10100
1043969,1033888
310325,59455
492316,407597
55290,312679
20352,53191
289376,609852
522424,106196
515200,140136
1076263,381103
361798,221624
520144,701452
257228,72972
90462,92993
483242,130979
102831,156917
881087,420673
568643,553768
440626,248274
512344,425322
503938,282544
398041,397950
481653,657095
636944,948959
455311,98732
827979,521058
282515,90010
321484,212709
620858,80825
556253,160459
48716,210224
27440,382767
280978,572879
428175,338059
359306,359663
767140,387750
890114,821818
7375,2134
427251,692126
271489,224127
1379510,839841
634648,536662
1045508,202144
805406,689285
710322,715960
315667,137283
373025,133196
144383,137994
4321,567
929495,995301
457461,164986
765281,921776
331389,89193
366239,586404
210457,295694
694161,980235
326809,319195
831213,655760
748620,213504
339343,390990
234066,578754
1142560,230738
301902,654291
856963,382953
742229,908736
135941,258453
177147,703010
113932,710754
533533,187916
171554,146477
279252,167288
203642,94961
958458,284445
521211,714744
456487,412868
40035,166265
812152,399348
402326,753955
472708,40816
431163,99250
168425,355777
721898,1079300
271418,211596
102967,11719
235959,567107
507595,213273
17694,298831
267768,23899
531225,955097
215853,81787
626047,422315
399292,316690
566446,957133
109800,87663
327962,57062
184120,112547
46322,2059
339682,326326
599177,885340
260569,191424
380807,25694
239008,1485792
257959,545239
798881,427904
381948,1045718
906092,500002
225398,532906
290175,465957
59290,9132
81264,539922
50885,1088273
173543,732444
834371,629898
643170,739461
168820,408004
2463,19149
314475,146250
12219,241617
359676,701983
172777,1268809
631333,631134
339739,330670
744033,796481
628271,420495
643341,1151930
189,53999
532336,787998
1171495,154652
174058,530962
156520,458260
45641,64257
466771,564336
563905,761096
363754,23460
977601,1622321
358350,55941
32983,425293
210089,678079
397381,575910
551699,44106
420527,150856
302658,305861
620137,192189
260462,240360
488780,1161869
687400,1276353
660921,57841
1211722,1235384
663813,272711
1008060,782733
494704,494709
345350,927400
1032475,808143
713308,1459750
27658,27059
133110,431149
85207,1518621
204801,251782
297167,543660
133036,67915
546915,626766
691234,64068
421485,793835
1485193,552143
407687,28953
688999,135081
1048447,223307
328616,328691
540163,351750
489098,488840
1287647,919625
505946,1207438
628018,692406
1288942,373788
169365,502611
1157539,413514
340491,364768
631280,952474
447515,958066
572224,350918
397138,1078718
992893,737816
55794,427133
133027,95682
958853,159521
468364,391784
110234,765505
1092908,1271964
836261,127024
955435,133351
971445,898232
191617,235426
891599,165631
258462,389963
30910,5617
396781,301113
214549,571140
416358,312725
11872,900874
526531,526537
73386,142932
551632,963156
289147,284123
1175187,898779
516565,170739
72926,32772
1364578,487420
211749,168054
340936,333721
139813,263285
259654,737356
1118534,470253
396417,765887
393954,562980
13596,34594
309929,255718
872114,483536
352608,887411
655185,379984
289373,40656
560333,130440
27346,48249
685289,428577
523483,549590
341230,338296
417334,771597
242976,21989
751348,751350
53443,274002
367601,759555
751183,580165
354221,297001
278646,182265
541888,43160
664870,803636
624438,1133452
647850,56971
146118,188409
566583,540794
1151400,1575461
569227,243177
958391,1450969
404562,987628
399023,1213731
1061129,175433
237691,228924
679128,724574
493991,37926
285160,310688
622189,601626
815154,79045
774765,774767
177176,562947
746523,71901
51532,470060
130242,100228
128441,100879
273650,223923
191317,273462
385548,681187
532466,836167
1016280,1115899
101314,468304
192551,216014
980944,981257
747898,641114
88354,111992
519532,202130
63531,698568
821753,615310
908733,396898
242291,417115
443817,1025369
393614,232029
520198,141350
12967,1249908
24778,28560
255391,230225
32570,250205
311908,18586
52759,24344
1239876,311100
3044,252120
15663,42769
114957,157233
603997,387094
1370641,1088326
634066,1438468
380351,1063830
664927,266498
448768,115418
6166,3140
915339,756774
310751,299376
160965,43723
227139,227046
331125,113673
80070,133214
392947,430700
1362295,10664
78442,354963
8123,102534
116546,360818
496576,207595
902947,154991
1208907,941759
351062,542418
50950,605290
1071298,732171
1571847,1494971
453160,606175
660845,582606
712994,956221
505360,505373
34720,89883
177846,384363
270476,298907
511061,981065
325079,325179
215857,1173773
114019,900551
61498,352926
860716,212973
928956,412100
123925,454533
266421,235701
23708,14910
1004419,365225
404704,660561
623177,429188
51137,429828
292369,1214800
322772,6530
644049,495663
654253,1446128
51872,5382
168433,350894
1026017,420582
1039369,273130
554648,519475
23651,26535
534538,317461
533258,440582
1079794,29452
176991,511930
605403,691062
622509,396544
1479604,1306008
444604,630499
170354,644538
153302,153301
216479,204384
708315,65092
834306,263437
413694,1036651
270893,270784
768842,211915
57249,653821
601788,657104
178292,420536
248911,694415
299847,887930
372356,300587
1519942,896062
400896,355892
637349,629356
804330,1055297
171938,30031
157804,508384
334137,1203146
444668,37124
320400,798768
873540,195168
509233,506417
659210,329529
157647,238156
480703,608539
259940,549886
872492,270125
795840,314174
87127,378784
439145,70072
301593,58395
65480,140203
14592,24681
85145,462911
354659,547831
558359,849204
368900,368795
330744,36626
70276,341978
695127,740138
58789,545835
418646,821991
645051,502860
816994,396115
235163,550374
103676,202435
760621,702121
215149,105199
685583,508210
597967,416162
568979,113923
257546,1033780
478695,36393
92023,355183
175573,13223
521869,1089523
327239,327345
424068,964442
910997,793586
623872,58041
657087,303830
153638,351434
319177,313363
1063484,401308
923701,320778
1131238,443562
178861,353677
1225552,782355
761924,335811
387007,26526
1154761,774596
741239,345571
316514,306491
575423,776761
98623,759348
2590,31157
383137,26018
727507,258864
734522,445418
432604,813472
256998,150124
1134319,1291537
186644,854242
357293,123234
5717,26167
508359,92697
77502,657125
19947,3977
165485,461408
521103,909312
214721,163767
320849,1026808
72140,378944
419211,123226
473507,742258
1445634,653337
277598,57478
900527,446278
740672,505563
252800,13382
692300,712151
256510,506947
786397,596910
364552,368255
713557,910736
174378,1268219
1207713,1193134
1134916,848589
301834,45696
718629,504315
144532,623489
421150,721985
564084,397659
369635,266141
1124698,218398
1052700,1089363
45492,20988
494741,1196007
19817,18586
372592,48648
1234744,1456596
223884,239881
117900,15969
353685,229664
1090759,196953
657262,453165
518651,272594
89366,672868
1268402,349012
482324,36754
705916,745615
1255007,1144629
845099,959647
259812,613488
72268,750307
145882,6327
429355,461779
445269,43417
508610,726000
525702,224019
303331,115130
361540,690270
49588,263541
944921,421897
4848,94782
106636,577254
398611,606005
80104,102821
72071,661579
497950,264994
132064,644250
1451832,36527
1404439,1124510
379652,226383
1049885,622075
86367,1004826
851674,675606
411915,481879
796858,494369
64113,36802
23847,366829
1427601,609674
495275,421686
193391,544434
100121,536834
297027,297089
364324,455061
173494,248188
617319,225949
43865,548636
996632,492374
1024344,1029042
421387,585519
614113,787363
412133,475063
903262,996155
1190514,1063507
521471,467776
367564,1192320
348438,1007922
434466,504385
1429981,1253037
142676,77597
54194,629401
1220355,715350
850207,117767
398158,134550
1205975,284448
232494,405996
1363849,1606443
351083,22549
613905,1155308
247692,647457
689593,576882
377369,532078
291827,337852
17603,6577
632108,321650
801523,846210
258252,659989
336428,246787
721053,1051669
1059532,1557583
70439,70435
289340,207378
1096167,537813
300062,31497
79268,258163
305794,11031
755891,866543
414698,406511
663792,229618
51633,60952
949811,647966
109878,365581
498410,950944
870570,710456
857582,299597
1425166,1023048
426503,153353
383477,211298
641133,483289
110178,166249
184108,532069
700152,257829
701862,380538
22255,225043
915967,620412
54989,1003629
416143,255476
710029,140986
7481,166858
1621197,1631709
264987,124351
714595,211873
60301,4605
269538,148751
531408,606021
108895,431811
1404312,1626746
200808,72964
490988,177004
509810,401172
1435764,890051
1379805,691559
304293,502232
493095,493136
1319632,1338207
120169,154698
1436952,926126
120481,922347
7758,133604
28639,22012
473708,45580
1412336,705151
271556,456982
974422,1538188
15824,615334
811976,319724
777216,1043070
398260,405646
193016,539169
1264744,1054295
233449,403450
141414,121459
327189,873244
1369157,1367346
467152,10354
458188,414152
364045,393008
727972,545649
728401,104314
174329,504535
268637,55470
429915,404288
855579,97371
32835,761664
424263,1325507
318879,152249
720340,366748
837518,322857
340294,878613
70318,25897
2323,60806
273716,36382
655522,761762
321967,121871
681463,448326
785253,124719
112059,52605
186572,587824
590382,618492
355611,310492
502062,125120
25102,36122
568142,234336
629893,1443895
453332,791767
585124,444600
778506,294515
959990,959994
214592,531976
558162,752722
370744,1210839
1112412,884955
220993,69857
886682,333251
352252,88386
603584,281904
356486,357475
196606,375024
1125675,219257
648423,696354
414549,474336
461083,500158
1285904,461889
300056,360288
558068,524047
1249689,611185
174824,249767
507163,97378
26990,35429
314354,170982
346712,1479
421106,971536
1504707,1209928
48581,13666
77001,28174
231085,38880
210077,91986
1354479,1273182
184694,794904
298881,40947
1073027,442553
92690,764405
330549,246860
653491,334566
734492,811525
470141,480559
1073598,1067857
554789,556952
270840,271858
616043,110358
479484,139101
413948,530362
370298,1013221
402204,63768
294177,514354
5154,83488
955072,1331197
37193,211591
84943,4093
149071,44168
176128,199172
382310,738945
210757,460259
749129,422632
557048,45620
19608,180160
74351,143656
416245,491110
819639,857588
771707,538001
521375,948137
444989,1026474
263019,772375
588198,1043900
145155,101490
334041,981637
224217,286927
398874,123655
174265,512843
35262,291497
242258,674791
39437,12147
95143,281921
360635,853844
750679,155897
271343,708512
699027,219896
424524,118469
772164,324390
234082,409197
1231467,400359
377573,181961
212994,354200
630397,357825
249727,174174
166127,301688
758533,798197
74931,354351
1048879,160207
293316,57571
522989,693453
55043,34116
528786,304426
905180,757460
24963,44237
111205,226600
284906,265176
120352,355520
658785,191759
30283,4899
804225,198070
718033,872894
442931,126624
539748,474574
758108,225489
162739,428669
343069,187103
1515897,554201
342234,411604
600526,1462726
259587,1087708
1293475,378137
1228245,637981
496362,260187
406265,1052334
195927,170346
203224,543646
47782,415126
732956,1397699
941409,776616
86970,87166
24632,79760
165470,449839
336149,592078
35573,45894
23075,16281
1006012,835996
723419,687892
391634,342412
880720,1029695
344027,691581
197833,161305
572775,766872
142914,426676
379532,932201
1422267,1460431
319323,94062
23378,224096
1313448,478793
20975,69238
312417,65407
1079005,352083
45441,159700
90109,96388
552605,565689
1015202,882681
254899,68847
178029,537112
219678,408804
168127,7520
397962,110348
226809,198225
544946,76018
539397,471670
35546,696788
339902,912698
590971,94844
186144,230553
504488,352057
995443,599189
90033,798354
31072,152203
17484,183911
518008,470273
353741,202222
245954,12601
4199,250320
569146,307222
534174,682200
901533,112739
74761,102801
414012,377566
1412971,368963
86807,776469
434632,293827
559283,1009243
145644,15836
874463,813077
405249,479673
300141,17661
1259668,917002
261097,537028
622245,752707
49099,153696
525029,637579
291752,400975
242369,566875
92859,1891
199705,179776
494175,510797
291921,710511
1103755,618486
662487,420271
183908,336719
943895,760860
773981,443326
506627,197469
276006,46546
927041,284311
386151,184379
1177615,749342
178372,80960
792990,1352879
604784,336487
719697,155501
51775,408449
347727,656973
25281,55200
155070,565788
240728,359700
139014,33580
909664,1021455
451855,536362
1489332,1460528
243986,42300
303477,583134
14474,268197
874410,220191
564302,359745
474878,264006
693459,508149
533129,546300
683255,171464
613187,265435
1167156,770348
594662,1017101
110578,433426
172804,136873
8889,43017
608510,1342188
412426,541128
52666,29052
67673,312874
630639,494503
418794,371511
1192434,634176
1162809,1577233
174582,677178
335175,110439
1129255,869824
582603,1261747
84100,225073
278958,96706
383413,571674
944873,1293800
549984,360229
67718,372925
158527,158386
824732,173443
814519,151469
335390,103513
30304,27136
676728,246016
796993,892054
231963,153165
781581,614688
194608,248029
440344,83317
657215,581204
441673,230841
75978,22624
1586649,1249853
878569,720412
377366,416298
1099334,868199
470522,302323
764094,1380771
1256672,337654
372921,665614
34426,462946
283775,356183
308458,18015
226428,592960
640863,555349
111727,160639
309173,772870
57495,638383
460857,418414
18585,126572
899205,491685
355626,354256
266481,97015
261288,906276
476757,582438
142782,338576
324972,1568367
208155,267770
223966,199498
506353,270804
161700,249838
1143005,1228013
64461,312578
168334,36509
5612,4820
56247,311526
119170,646531
304872,712632
866793,140287
366384,993305
150965,1014659
262646,908808
41981,41978
375024,270855
172459,332261
155568,986170
776313,460723
414479,643620
354043,401936
454274,212434
819785,482055
1214694,907542
42904,126456
1075369,598436
901058,398335
687031,109323
462011,839182
296733,898883
1217145,359978
132024,215528
242601,22869
974334,213134
1281629,373387
479598,622204
594052,635126
73591,387338
671153,179697
108570,888805
64052,864111
111745,375494
635639,460525
1015667,373203
6633,89644
334370,334449
3594,25104
552569,64527
498593,254387
134670,312602
670016,347650
343540,343579
620749,929854
1221709,581064
77769,201511
707106,65019
201790,535710
165951,184382
241171,316882
226786,531662
1087978,195233
161472,923854
266553,79191
524069,50626
729737,554409
122451,281781
291317,277367
225020,464857
1135957,381168
471997,680459
1161833,267161
977326,852332
843719,837998
14473,266757
69733,13063
304818,156146
631833,436574
270393,727290
763167,75991
193902,86252
1136430,440403
561851,1070055
844270,383821
431002,363024
462964,164735
31033,103754
502864,250952
296295,447140
1027745,1555414
1101169,24584
1042246,471585
550846,965990
977212,142727
230504,20523
1222134,300671
350970,259148
381827,72849
669757,937802
925911,1314983
308927,982753
38175,240980
458655,408950
514959,143945
336275,336280
237915,866100
188170,536716
33391,233131
3546,242
492291,312661
473651,535686
393045,841264
59764,116684
502424,1094005
562537,408313
74989,162911
88164,65054
331458,404409
1469932,1068641
47633,110926
149794,541913
192485,248463
176789,445495
349004,761366
687927,597881
526622,272165
353875,58610
117953,102565
1224042,1501385
903727,256821
76979,277577
10392,218524
736457,1078871
430748,380844
1294436,285894
383227,533881
911934,299342
57807,217877
606282,441680
183788,48643
233910,547696
141672,298231
110930,11570
180850,37710
629723,54228
569329,257804
1001367,466886
631480,134842
626204,211965
947195,1122534
1030035,759214
36530,89634
485962,655051
87557,172653
1028768,851905
756411,1190749
1249217,1066718
54774,457996
335632,601608
363071,42518
508197,646456
292965,784553
466467,251660
145659,307955
696234,246736
351089,77641
95429,438070
1103725,878064
98319,327871
1060842,416996
546703,402790
745674,1048742
55804,641429
363400,982244
124737,662648
18014,291834
257038,451190
218675,546229
243275,248042
782333,178885
386421,849508
354538,174843
755100,1410487
383083,134277
823576,42481
226830,29577
164583,7481
35007,878
44385,359949
51658,609768
513171,186555
36719,401872
500465,1215329
195788,804869
257214,276512
238968,252300
1072895,502643
163412,1013243
196817,300240
94520,346013
31693,453897
331877,754316
474103,125766
189,63336
209176,222482
508009,870155
111294,183923
8236,186159
39437,39569
264227,346129
362029,181244
771478,392525
186515,1074501
218244,830926
147865,989417
954599,364295
97935,857199
189584,189503
197012,1225201
53953,624801
564814,57309
573202,636140
151548,29736
916575,449929
984845,325925
777546,438633
397911,496888
175200,115238
1325903,516534
382719,369936
772787,55712
1533207,1147639
104596,876839
179436,322156
382831,25855
339556,178388
409637,469502
1200960,904817
903687,1519742
1188325,269148
572149,722277
164556,458017
166731,1052251
265308,190201
45719,176616
76490,558
380829,521234
1095210,877780
263717,263776
629037,143312
54673,378322
114414,34847
195510,373312
44206,553108
270929,269584
401558,467237
226122,522110
844315,629688
1171686,254135
249351,940863
191616,14717
614332,1339706
13893,27574
536201,48822
135380,13769
662004,531668
266197,424929
40645,1699
189,66606
1494087,948191
372336,408188
518943,102671
407569,462139
127345,1109634
308336,624474
616956,1097583
882579,1021372
360236,123171
886294,1092071
483303,896394
99692,861675
563384,1264860
25209,150243
793326,793433
38467,349477
261547,21522
350502,560789
1317389,1110185
267725,653398
418791,418730
651865,322428
700973,433033
208265,689979
310463,271068
176606,788729
668490,234393
905968,1073493
62374,487375
440821,261719
845827,436811
1181671,586843
512150,563055
643537,674296
267417,879167
342799,145635
498685,729538
106590,106295
476530,816533
274800,928615
304593,675763
78616,83540
259687,260429
141632,96614
227051,170246
342134,87491
330962,199218
1085663,193348
624463,504044
377341,405437
183252,188692
1014074,514797
523537,407921
245202,103862
279330,346795
980833,296133
754192,250415
462767,948201
764465,507623
984601,146224
1043213,1454135
849390,316405
22720,47961
321298,447984
348059,686632
197235,474146
637813,1427729
51545,607750
641857,561562
299029,144652
335597,507241
523748,349107
46801,310448
149353,505925
510879,227312
202719,116262
578695,762164
1262251,1043817
621623,1435578
1312522,678402
37637,915057
307861,896077
463118,463133
21618,340764
746571,112238
96302,695664
6863,694
1243520,1342002
799002,1144138
377384,888913
1240874,1276211
363694,642226
1208783,1344817
631253,83256
484504,405019
10755,216815
470603,265237
807600,85243
792067,590594
549139,763889
547041,896142
325368,833235
442471,316979
92757,167152
287206,429148
928467,568460
1277054,148452
309282,18635
304744,300449
303183,329659
16048,337852
1155279,434317
295852,758422
598411,32777
642647,1354415
135532,561818
629465,777589
472497,581146
594367,234852
1006827,956227
186843,261296
7481,170300
336848,358498
34917,187557
594232,332118
768871,1055179
640787,938719
264045,669336
575766,52123
1273780,354960
338704,1258248
106914,143554
613105,908370
1023443,428030
8640,32479
1134725,224795
603630,288037
752910,371973
303578,417081
772766,460072
357148,519537
567864,893012
99405,407639
376768,217665
189592,202550
267100,1186317
382209,382210
1116223,715381
1363876,486075
366445,336568
729632,334764
1084046,1004300
569360,433367
596549,216355
566290,258579
882343,881041
519702,125323
47464,22159
562944,168139
160810,263948
78738,51719
716566,671589
164529,224843
470657,278038
946061,1230006
248484,93274
194204,427792
32255,439137
637005,428631
632281,513152
296419,371088
331010,385001
74083,229083
31276,2590
25661,264923
421763,1083594
30674,242982
1303011,390890
57772,54723
460658,301684
1058121,459620
63687,419704
930083,1232847
242338,857627
817726,305208
825299,808912
4570,71623
622174,660077
801781,422794
731169,53336
303272,585119
477984,681967
652399,225753
1410823,1490405
457503,780089
267100,722322
424705,30638
508953,617667
354185,273801
42593,22898
168059,429904
36020,4006
1346926,861871
48872,416395
521338,186446
272611,364766
287754,365358
191748,724076
47823,538445
725520,31317
1268370,950215
1258677,665607
446816,414875
100849,841784
215505,227202
74045,98622
188283,923213
439378,767489
136867,136870
735108,72650
1537862,972378
777646,360512
373827,379532
89350,361619
524628,524626
635222,277607
781365,665685
621579,52976
793035,347524
885745,335884
453132,197328
275582,219991
348926,446762
461461,105467
355601,1214100
33511,80695
296688,294692
1017138,132054
506552,640051
264333,615321
677687,521438
68315,62911
615528,282002
484989,431804
842396,789442
269963,157143
206296,498155
934525,259856
643947,264419
199954,193024
1199921,522825
266538,547490
673318,103803
330731,461650
816233,474948
1275681,838673
6839,12270
114714,619250
252961,128439
743757,915259
1266814,243648
193295,29737
33807,13915
340747,347704
197254,243992
145429,157054
347311,758781
457223,176608
308374,85039
827251,718197
747720,198635
23369,70172
1054658,750576
912914,703423
406129,1171786
180765,64908
366975,211142
257901,28597
216152,11556
13550,255921
368148,214704
725413,1046006
1119285,214460
301339,82930
248045,716733
508227,963952
320100,286199
321630,38212
174967,237070
637404,279769
834865,154751
296413,135909
40377,202126
127741,855387
286202,380866
181814,125884
1101909,1348883
468263,603416
649391,343223
653036,652981
437664,607069
472159,112386
226444,238685
739283,454719
163653,557977
207085,311834
837568,234890
856724,605565
484047,337757
296734,436255
276735,821171
155367,381309
787788,720503
390896,373637
594496,326606
541606,162963
346555,329351
438816,1256213
913203,846386
15985,115764
442119,267467
293598,24569
88997,431778
13214,177313
1163614,455111
27868,98879
53958,38839
276689,211258
28837,77941
715470,1176863
459505,224993
288475,602009
528379,169262
431622,186766
72794,23671
958646,134630
238661,58443
310125,571457
513047,1245962
159946,78121
538237,396446
1378700,539159
56196,282454
852417,1508724
340193,807491
384091,552919
374284,355648
327762,51787
250071,14435
1295183,1267942
89385,613826
788442,978071
130377,90295
432197,812601
896638,442281
262444,210248
632532,85743
160473,51614
686858,279291
369667,165383
747737,950319
397260,528518
746997,147164
227805,271877
614397,536250
341473,256665
1079546,281205
774105,77363
880450,173740
508474,463331
602848,332287
490280,489520
142661,249734
111492,67957
97008,140840
240754,248037
498835,106665
732060,710266
172211,532998
125525,527327
43800,154302
1320180,1012822
132309,105217
371406,73243
255141,77261
474449,214646
544016,461533
743487,280719
16485,227936
309499,428234
831439,834885
973683,673064
280270,27509
465270,1171143
471531,1354233
1502565,1278627
989051,721062
254758,313104
51597,28211
481784,373785
159161,239863
333080,1060195
1078615,1027497
350223,189397
279357,454750
262401,885073
262765,933376
407527,237482
380234,1115905
460935,549139
477045,93130
10845,221205
289512,355099
263256,256435
362455,256856
288442,467983
30682,18654
585480,53575
17723,5867
588926,935685
80237,311946
1460238,1093517
858521,843643
1064446,442222
1222982,301881
814315,720020
339709,1101301
469968,1238360
616246,1009824
97964,447431
23610,77473
674173,983746
19832,364203
460165,632086
292431,16893
1065366,180849
224021,185927
435231,827501
451085,90112
189,71985
793406,416995
249344,253659
188293,711637
1581079,1183958
192024,8828
624805,173602
611651,495452
4540,115959
342866,691965
524463,679718
192058,162841
68341,470169
700973,1079743
968658,1537132
71345,743645
1119957,632266
299410,115114
714337,977054
158736,707396
517714,188299
347307,561215
362290,956750
271943,605522
853653,108345
715678,470498
251627,531339
364882,542127
961455,763484
769396,301627
724893,374592
167666,1034487
52595,25210
690042,534010
654259,498107
272266,272956
160294,926228
716957,201260
1264880,346147
360928,706843
913033,194016
540323,283630
1191706,441318
148581,813055
103951,130430
1161981,987831
98932,102501
238854,320638
411895,420951
174101,330310
884497,425606
86353,814002
680919,156107
413039,138047
7078,112532
412698,295402
1114115,281998
82766,224801
107790,107792
58431,73381
150491,17174
591908,466890
141622,149880
430069,31354
64424,202925
378489,475758
43431,418786
418029,454797
22762,71460
537487,145859
655139,649305
481040,505386
419359,495750
151480,46432
211163,1116297
1043856,784655
87703,452767
413996,282523
529726,114717
7409,118823
985120,288250
1233880,593841
336256,837017
41037,97859
131814,164849
493820,665770
704636,261463
743195,684626
169028,122741
188599,260477
262067,482078
1381634,1403555
127385,106252
46189,568912
138704,458935
19070,15575
381048,548254
361384,249892
24015,368315
641446,341803
190483,428147
395845,436726
708968,821756
12532,12524
175476,157247
340720,1028843
1489641,1456555
239905,574501
165509,508229
927448,1169173
563521,724914
1334029,437079
330781,554840
93778,38389
1215094,1215333
652881,840374
1064357,1005023
482761,66993
806021,378163
523522,524806
207844,124693
744799,546577
110864,196112
913532,561061
205108,695034
461682,301276
200518,382015
264808,32676
66131,715599
305701,308745
205567,797366
2743,64115
689923,173816
169258,736848
650483,166921
311907,316679
774402,1487298
223297,941302
615128,435466
399320,65037
27601,45841
616463,100559
335102,171360
987817,1264800
1104947,205844
437167,491576
7000,8443
316449,317265
183201,470930
388960,182448
470472,773861
323115,123738
168567,2294
223014,96399
223045,745658
17918,247424
814497,1032475
111628,26756
38206,16889
542356,48624
372685,256435
817985,484837
321876,238989
1347141,651429
635861,633261
936251,1182936
5935,233042
340118,1259545
466260,143914
166666,1030681
383309,265024
254178,135072
644280,72820
752772,513285
1312646,403259
384702,167629
776930,401650
721448,245727
751220,100326
145923,365026
420663,86587
632800,711932
166445,66331
123832,341466
39596,476624
385606,537554
93942,150761
358284,997776
195991,421434
354322,22486
453475,203187
72605,287945
611907,490722
360682,422249
19975,48365
168234,452836
1184204,265585
691384,168834
18297,24492
374654,720450
1161380,1413497
250197,1590
158589,167467
438014,301336
569707,89214
543480,103920
198975,450413
61638,405615
30339,9374
856003,436486
16468,291312
156886,803593
432468,428167
1450157,665251
320198,40126
171304,798698
414602,258064
640153,1163652
318489,306707
53199,622345
836174,91391
139542,242694
136080,187795
408012,53966
621198,323237
364044,596386
361389,152631
291659,593117
321524,347906
916953,243059
780839,217216
31729,280657
639530,301417
174243,228718
154137,155091
66029,253151
522974,1175311
741507,739974
593986,224260
5867,188357
295653,16966
74449,124584
442376,633498
6298,141926
285302,363242
393606,36401
54881,636236
316209,840857
189937,8609
856550,301283
495417,120846
119126,309188
1029970,1325543
277930,166283
242046,465603
952029,542870
276005,382610
121764,196211
291136,208906
334904,672005
660158,781954
335128,321665
824215,153857
188804,266950
419447,385899
100472,864082
179365,788381
204071,75675
610821,610820
230302,338340
268304,734390
986587,1334336
1003405,1305163
1453177,719982
492929,37967
221722,106356
959841,532678
50935,104075
851588,851966
148921,84988
45304,321028
291487,446438
724488,518616
1197518,1157548
73764,584871
623268,215112
461560,230137
854894,340709
34032,460932
265224,1184336
547500,219837
883586,329910
674131,398770
207075,485912
302652,287451
991950,243702
357606,81438
77868,677801
84550,353324
234571,360750
601010,858634
187537,54568
553231,734237
798517,604498
214432,166636
424576,172332
76018,769420
277364,721166
1309388,399434
1510874,164874
193054,158066
1318111,636519
981877,282033
197369,623316
562418,58933
377623,303943
454386,327052
453058,778334
927299,870564
44824,266099
223153,1086015
349254,394368
189,74271
367129,375367
381763,664622
354030,1272722
718075,612379
822907,839570
904681,22129
178304,221335
592129,49190
528940,584463
647512,762452
167066,265166
258673,13834
378783,1293985
369323,318916
351410,584790
295275,270027
54556,493138
604601,132731
720978,691954
122541,788055
961662,261952
971596,206961
207835,818373
1245227,1022972
728994,455671
37304,33594
692976,516357
334248,176981
522281,1385380
505261,825057
294586,613285
225180,415420
174986,16742
267391,435186
262392,38087
732411,174913
431121,256897
363393,263363
396042,340844
6217,39066
510336,293529
517336,203861
1212413,261739
754274,889432
10152,96578
59280,615329
379198,179076
252933,807647
394061,74731
247218,230390
295125,298231
909807,116105
418438,148318
151333,64927
70255,917678
229329,668984
556949,302543
304448,841467
33662,102794
599259,908769
358307,960974
42350,281661
148040,447664
685383,1040729
488583,722284
511612,230706
518987,519109
195211,667474
629208,189268
741977,71014
501301,85754
1063734,26467
1223110,430801
557957,256487
866965,267649
528696,410588
1189297,1266172
783332,602325
676719,609295
588020,379445
283957,1072629
384557,282877
366734,427400
336454,174149
94599,40495
548454,50051
285931,706266
44996,21244
228046,1139789
784261,517382
592887,970158
170026,1597925
955940,149223
107650,94210
44168,412824
751700,1232368
699323,452608
150164,219875
33080,447168
62572,54037
553201,255031
361272,361427
712370,861275
753758,380374
1252960,845222
279737,416998
229086,325768
17866,275462
763070,593345
165009,1011671
484879,894186
258483,647321
322858,805138
1078786,1011668
327660,943701
415196,70363
210576,287556
224682,244171
304818,282505
1108960,292060
1035506,170753
157850,159561
240407,245010
725894,434452
1506776,1465964
882332,261582
332553,299152
336650,399994
863257,343726
8856,392
523782,1386230
449606,992683
490101,37479
264045,381971
1035792,168159
904220,339044
232286,699799
754838,1179264
60850,195267
896384,996185
76649,267893
102727,702081
248170,323512
909855,1040440
100428,472583
292846,805341
351650,399664
156424,161168
687007,113397
1046010,363723
400555,176881
17437,300892
135519,181276
